2026-04-01 22:32:58.796 | SCHEDULER | STARTED | port=7000
2026-04-01 22:33:04.535 | SCHEDULER | DRONE_READY_RECEIVED | drone=1 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:04.535 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:04.535 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:04.535 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:04.536 | SCHEDULER | NO_TASK_SENT | drone=1
2026-04-01 22:33:04.537 | DRONE | MESSAGE_RECEIVED | drone=1 msg=NO_TASK
2026-04-01 22:33:04.537 | DRONE | NO_TASK_RECEIVED | drone=1 state=IDLE
2026-04-01 22:33:04.537 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:50225 msg=NO_TASK
2026-04-01 22:33:04.667 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:04.667 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:04.668 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:04.667 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:04.669 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:04.669 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:04.670 | SCHEDULER | NO_TASK_SENT | drone=2
2026-04-01 22:33:04.670 | DRONE | MESSAGE_RECEIVED | drone=2 msg=NO_TASK
2026-04-01 22:33:04.670 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58831 msg=NO_TASK
2026-04-01 22:33:04.671 | DRONE | NO_TASK_RECEIVED | drone=2 state=IDLE
2026-04-01 22:33:05.039 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=READY,1,0,0,14
2026-04-01 22:33:05.040 | SCHEDULER | DRONE_READY_RECEIVED | drone=1 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:05.041 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:05.042 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.042 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.042 | SCHEDULER | NO_TASK_SENT | drone=1
2026-04-01 22:33:05.043 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:50225 msg=NO_TASK
2026-04-01 22:33:05.043 | DRONE | READY_SENT | drone=1 x=0 y=0 agent=14
2026-04-01 22:33:05.043 | DRONE | MESSAGE_RECEIVED | drone=1 msg=NO_TASK
2026-04-01 22:33:05.044 | DRONE | NO_TASK_RECEIVED | drone=1 state=IDLE
2026-04-01 22:33:05.174 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:05.174 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:05.174 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:05.175 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:05.175 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.175 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.176 | SCHEDULER | NO_TASK_SENT | drone=2
2026-04-01 22:33:05.176 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58831 msg=NO_TASK
2026-04-01 22:33:05.176 | DRONE | MESSAGE_RECEIVED | drone=2 msg=NO_TASK
2026-04-01 22:33:05.176 | DRONE | NO_TASK_RECEIVED | drone=2 state=IDLE
2026-04-01 22:33:05.484 | DRONE | STARTED | drone=3 localPort=58832
2026-04-01 22:33:05.492 | DRONE | READY_SENT | drone=3 x=0 y=0 agent=14
2026-04-01 22:33:05.492 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=READY,3,0,0,14
2026-04-01 22:33:05.495 | SCHEDULER | DRONE_REGISTERED | drone=3
2026-04-01 22:33:05.496 | SCHEDULER | DRONE_READY_RECEIVED | drone=3 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:05.496 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:05.497 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.497 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.497 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.498 | SCHEDULER | NO_TASK_SENT | drone=3
2026-04-01 22:33:05.498 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58832 msg=NO_TASK
2026-04-01 22:33:05.500 | DRONE | MESSAGE_RECEIVED | drone=3 msg=NO_TASK
2026-04-01 22:33:05.500 | DRONE | NO_TASK_RECEIVED | drone=3 state=IDLE
2026-04-01 22:33:05.548 | DRONE | READY_SENT | drone=1 x=0 y=0 agent=14
2026-04-01 22:33:05.548 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=READY,1,0,0,14
2026-04-01 22:33:05.549 | SCHEDULER | DRONE_READY_RECEIVED | drone=1 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:05.550 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:05.550 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.550 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.551 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.551 | SCHEDULER | NO_TASK_SENT | drone=1
2026-04-01 22:33:05.551 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:50225 msg=NO_TASK
2026-04-01 22:33:05.551 | DRONE | MESSAGE_RECEIVED | drone=1 msg=NO_TASK
2026-04-01 22:33:05.552 | DRONE | NO_TASK_RECEIVED | drone=1 state=IDLE
2026-04-01 22:33:05.677 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:05.677 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:05.677 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:05.678 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:05.678 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.679 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.679 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:05.680 | SCHEDULER | NO_TASK_SENT | drone=2
2026-04-01 22:33:05.680 | DRONE | MESSAGE_RECEIVED | drone=2 msg=NO_TASK
2026-04-01 22:33:05.680 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58831 msg=NO_TASK
2026-04-01 22:33:05.681 | DRONE | NO_TASK_RECEIVED | drone=2 state=IDLE
2026-04-01 22:33:06.002 | DRONE | READY_SENT | drone=3 x=0 y=0 agent=14
2026-04-01 22:33:06.002 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=READY,3,0,0,14
2026-04-01 22:33:06.003 | SCHEDULER | DRONE_READY_RECEIVED | drone=3 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:06.003 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:06.003 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.004 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.004 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.005 | SCHEDULER | NO_TASK_SENT | drone=3
2026-04-01 22:33:06.006 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58832 msg=NO_TASK
2026-04-01 22:33:06.006 | DRONE | MESSAGE_RECEIVED | drone=3 msg=NO_TASK
2026-04-01 22:33:06.006 | DRONE | NO_TASK_RECEIVED | drone=3 state=IDLE
2026-04-01 22:33:06.053 | DRONE | READY_SENT | drone=1 x=0 y=0 agent=14
2026-04-01 22:33:06.053 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=READY,1,0,0,14
2026-04-01 22:33:06.054 | SCHEDULER | DRONE_READY_RECEIVED | drone=1 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:06.054 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:06.054 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.054 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.054 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.054 | SCHEDULER | NO_TASK_SENT | drone=1
2026-04-01 22:33:06.055 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:50225 msg=NO_TASK
2026-04-01 22:33:06.055 | DRONE | MESSAGE_RECEIVED | drone=1 msg=NO_TASK
2026-04-01 22:33:06.055 | DRONE | NO_TASK_RECEIVED | drone=1 state=IDLE
2026-04-01 22:33:06.182 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:06.182 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:06.182 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:06.182 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:06.182 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.183 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.183 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.183 | SCHEDULER | NO_TASK_SENT | drone=2
2026-04-01 22:33:06.184 | DRONE | MESSAGE_RECEIVED | drone=2 msg=NO_TASK
2026-04-01 22:33:06.186 | DRONE | NO_TASK_RECEIVED | drone=2 state=IDLE
2026-04-01 22:33:06.183 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58831 msg=NO_TASK
2026-04-01 22:33:06.516 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=READY,3,0,0,14
2026-04-01 22:33:06.516 | DRONE | READY_SENT | drone=3 x=0 y=0 agent=14
2026-04-01 22:33:06.517 | SCHEDULER | DRONE_READY_RECEIVED | drone=3 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:06.517 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:06.518 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.518 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.519 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.519 | SCHEDULER | NO_TASK_SENT | drone=3
2026-04-01 22:33:06.520 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58832 msg=NO_TASK
2026-04-01 22:33:06.520 | DRONE | MESSAGE_RECEIVED | drone=3 msg=NO_TASK
2026-04-01 22:33:06.520 | DRONE | NO_TASK_RECEIVED | drone=3 state=IDLE
2026-04-01 22:33:06.560 | DRONE | READY_SENT | drone=1 x=0 y=0 agent=14
2026-04-01 22:33:06.560 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=READY,1,0,0,14
2026-04-01 22:33:06.561 | SCHEDULER | DRONE_READY_RECEIVED | drone=1 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:06.561 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:06.562 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.562 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.563 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:06.563 | SCHEDULER | NO_TASK_SENT | drone=1
2026-04-01 22:33:06.564 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:50225 msg=NO_TASK
2026-04-01 22:33:06.564 | DRONE | MESSAGE_RECEIVED | drone=1 msg=NO_TASK
2026-04-01 22:33:06.564 | DRONE | NO_TASK_RECEIVED | drone=1 state=IDLE
2026-04-01 22:33:06.687 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:06.687 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:06.687 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:06.688 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=true allAtBaseIdle=true pendingEvents=0
2026-04-01 22:33:06.688 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=IDLE x=0 y=0 assignedEvent=null
